中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,21 ms,527 Mbps,67481 kB/s
35.230.79.26,443,35.212.134.83,US,Seattle,隧道,71 ms,355 Mbps,45465 kB/s
158.178.153.169,443,209.177.81.218,DE,Frankfurt,隧道,104 ms,233 Mbps,29900 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,92 ms,26 Mbps,3346 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,97 ms,279 Mbps,35737 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,1 ms,888 Mbps,113664 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,231 Mbps,29593 kB/s
129.146.46.164,443,129.146.46.164,221 Mbps,28364 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Salt Lake City,隧道,83 ms,47 Mbps,6056 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,70 ms,303 Mbps,38809 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,68 ms,280 Mbps,35942 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,498 Mbps,63795 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,99 ms,124 Mbps,15872 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,6 ms,36 Mbps,4715 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,5 ms,80 Mbps,10342 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,76 ms,228 Mbps,29286 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,83 ms,340 Mbps,43622 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,43 Mbps,5582 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,253 Mbps,32460 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,124 ms,86 Mbps,11059 kB/s
35.197.23.75,443,35.212.134.83,US,Seattle,隧道,81 ms,350 Mbps,44851 kB/s
143.47.253.139,443,2a0b:21c0:1007:cb:0:8f09:fe25:7a5d,DE,Frankfurt,隧道,101 ms,245 Mbps,31436 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,89 ms,309 Mbps,39628 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,106 ms,216 Mbps,27750 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,85 ms,213 Mbps,27340 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,101 ms,49 Mbps,6281 kB/s
152.70.63.131,443,98.98.156.34,DE,Frankfurt,隧道,100 ms,258 Mbps,33075 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,99 ms,228 Mbps,29286 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,114 ms,48 Mbps,6170 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,119 Mbps,15257 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,97 ms,244 Mbps,31334 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,68 ms,319 Mbps,40857 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,79 Mbps,10137 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,107 ms,46 Mbps,5963 kB/s
