中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
141.145.217.226,443,141.145.217.226,FR,Paris,中转,86 ms,50 Mbps,6402 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,109 ms,236 Mbps,30310 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,318 Mbps,40755 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,456 Mbps,58368 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,66 ms,352 Mbps,45158 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,153 ms,239 Mbps,30617 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,15 ms,460 Mbps,58880 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,74 ms,308 Mbps,39526 kB/s
192.9.138.241,443,192.9.138.241,,colo.txt:San Jose,中转,0 ms,239 Mbps,30617 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,63 ms,107 Mbps,13721 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,147 Mbps,18841 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,86 ms,244 Mbps,31232 kB/s
141.144.199.182,443,2a0b:21c0:1007:cb:0:d02b:cebf:e1bb,DE,Frankfurt,隧道,89 ms,141 Mbps,18124 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,90 ms,219 Mbps,28057 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,40 ms,592 Mbps,75776 kB/s
152.69.171.12,443,152.69.171.12,AU,Sydney,中转,198 ms,36 Mbps,4700 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,68 ms,319 Mbps,40857 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,90 ms,11 Mbps,1494 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,370 Mbps,47411 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,69 ms,324 Mbps,41574 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,276 Mbps,35328 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::1bd:50,,colo.txt:Los Angeles,隧道,0 ms,71 Mbps,9141 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,85 ms,275 Mbps,35225 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,3 Mbps,399 kB/s
129.146.254.39,,,隧道,0 ms,null Mbps,null kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,93 ms,345 Mbps,44236 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,97 ms,45 Mbps,5836 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,66 ms,514 Mbps,65843 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,256 Mbps,32768 kB/s
47.88.93.96,443,47.251.149.55,US,San Jose,隧道,68 ms,2 Mbps,381 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,224 Mbps,28672 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,202 Mbps,25907 kB/s
152.69.197.102,443,152.69.197.102,JP,Osaka,中转,205 ms,23 Mbps,3047 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,95 ms,1 Mbps,200 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,192 Mbps,24576 kB/s
158.178.147.110,443,2a0b:21c0:1007:c9:0:a75b:7b17:69cb,DE,Frankfurt,隧道,129 ms,134 Mbps,17203 kB/s
152.67.44.30,443,152.67.44.30,BR,S
