中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,103 ms,188 Mbps,24166 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,1056 Mbps,135168 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,28 ms,768 Mbps,98304 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,144 ms,129 Mbps,16588 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,52 ms,438 Mbps,56115 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,133 ms,413 Mbps,52940 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,201 Mbps,25804 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,52 ms,45 Mbps,5859 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,347 Mbps,44441 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,48 ms,428 Mbps,54886 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,405 Mbps,51916 kB/s
192.18.134.22,443,192.18.134.22,US,San Jose,中转,52 ms,383 Mbps,49049 kB/s
152.67.78.184,443,152.67.78.184,CH,Zurich,中转,114 ms,41 Mbps,5264 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,109 ms,152 Mbps,19456 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,57 ms,388 Mbps,49766 kB/s
144.24.80.56,443,2603:c024:8:5677:6f45:947f:3e3a:1eb8,KR,Seoul,隧道,168 ms,48 Mbps,6262 kB/s
192.18.128.200,443,2603:c024:c012:de20:522a:c213:b2be:66e4,US,San Jose,隧道,53 ms,49 Mbps,6353 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,52 ms,51 Mbps,6633 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,51 ms,133 Mbps,17100 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,460 Mbps,58982 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,105 ms,49 Mbps,6292 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,419 Mbps,53657 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,61 ms,347 Mbps,44441 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,23 ms,70 Mbps,9069 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,189 Mbps,24268 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,101 ms,190 Mbps,24371 kB/s
140.238.33.161,443,2603:c021:8002:900:4858:eede:fd8a:dd52,JP,Tokyo,隧道,216 ms,64 Mbps,8307 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,79 ms,429 Mbps,54988 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,402 Mbps,51507 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,55 ms,422 Mbps,54067 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,116 ms,180 Mbps,23040 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,148 ms,103 Mbps,13209 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,169 Mbps,21708 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,180 ms,178 Mbps,22835 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,114 ms,177 Mbps,22732 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,105 ms,48 Mbps,6167 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,110 ms,38 Mbps,4944 kB/s
