中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,148 Mbps,19046 kB/s
129.146.46.164,443,129.146.46.164,,Los Angeles,中转,0 ms,269 Mbps,34508 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,24 ms,620 Mbps,79462 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,55 ms,430 Mbps,55091 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,26 ms,100 Mbps,12902 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,67 ms,483 Mbps,61849 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,57 ms,496 Mbps,63590 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,36 ms,81 Mbps,10444 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,17 ms,779 Mbps,99737 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,120 ms,176 Mbps,22630 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,20 ms,456 Mbps,58368 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,74 ms,395 Mbps,50585 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,59 ms,390 Mbps,49971 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,113 ms,212 Mbps,27136 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,106 ms,49 Mbps,6385 kB/s
129.146.243.241,443,129.146.243.241,US,Los Angeles,中转,49 ms,448 Mbps,57344 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,130 ms,272 Mbps,34816 kB/s
150.230.44.13,443,150.230.44.13,US,Los Angeles,中转,50 ms,370 Mbps,47411 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,60 ms,484 Mbps,61952 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,260 Mbps,33382 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,72 ms,44 Mbps,5658 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,77 ms,474 Mbps,60723 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,60 ms,391 Mbps,50073 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,124 ms,44 Mbps,5701 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,53 ms,48 Mbps,6170 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,123 ms,72 Mbps,9233 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,91 ms,325 Mbps,41676 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,33 ms,33 Mbps,4337 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,51 ms,47 Mbps,6050 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,173 ms,116 Mbps,14950 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,117 ms,216 Mbps,27648 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,124 ms,42 Mbps,5444 kB/s
168.138.149.17,443,168.138.149.17,BR,S
