中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.18.130.65,443,192.18.130.65,US,San Jose,中转,60 ms,411 Mbps,52633 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,20 ms,936 Mbps,119808 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,60 ms,47 Mbps,6135 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,32 ms,215 Mbps,27545 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,64 ms,124 Mbps,15974 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,27 ms,486 Mbps,62259 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,23 ms,490 Mbps,62771 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,58 ms,445 Mbps,57036 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,66 ms,39 Mbps,5118 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,26 ms,184 Mbps,23654 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,75 ms,295 Mbps,37785 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,60 ms,536 Mbps,68710 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,63 ms,344 Mbps,44134 kB/s
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,65 ms,508 Mbps,65024 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,120 ms,47 Mbps,6028 kB/s
140.238.82.132,443,2a0b:21c0:100a:1b5:0:88b2:c5ed:e2ff,DE,Frankfurt,隧道,114 ms,204 Mbps,26112 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,107 ms,48 Mbps,6224 kB/s
158.178.147.110,443,2606:f240:f00:a683:0:1890:83b2:7b5b,US,Frankfurt,隧道,127 ms,184 Mbps,23552 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,118 ms,173 Mbps,22220 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,62 ms,95 Mbps,12185 kB/s
130.162.217.245,443,98.98.166.182,US,Frankfurt,隧道,136 ms,180 Mbps,23040 kB/s
