中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,101 ms,25 Mbps,3313 kB/s
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,92 ms,373 Mbps,47820 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,28 ms,566 Mbps,72499 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,289 Mbps,37068 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,17 ms,412 Mbps,52736 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,70 ms,338 Mbps,43315 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,79 ms,231 Mbps,29593 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,412 Mbps,52838 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,17 ms,124 Mbps,15872 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,74 ms,352 Mbps,45056 kB/s
130.61.23.77,443,130.61.23.77,165 Mbps,21196 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,88 ms,338 Mbps,43315 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,22 ms,73 Mbps,9395 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,52 ms,586 Mbps,75059 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:ed,US,Los Angeles,隧道,85 ms,83 Mbps,10649 kB/s
141.148.241.78,443,2a0b:21c0:1007:1cb:0:53ca:2f50:68c1,DE,Frankfurt,隧道,104 ms,262 Mbps,33587 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,88 ms,268 Mbps,34406 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,236 Mbps,30310 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,102 ms,210 Mbps,26931 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,27 ms,34 Mbps,4367 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,84 ms,256 Mbps,32870 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,222 Mbps,28467 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,102 ms,41 Mbps,5274 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,97 ms,42 Mbps,5489 kB/s
158.178.154.78,443,2a0b:21c0:1007:c7:0:376e:7b09:91ec,DE,Frankfurt,隧道,134 ms,128 Mbps,16486 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,99 ms,260 Mbps,33382 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,87 ms,41 Mbps,5276 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,81 ms,46 Mbps,5980 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,84 ms,273 Mbps,35020 kB/s
168.138.149.17,443,168.138.149.17,BR,S
