中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.236.101,443,198.23.236.101,US,San Jose,中转,2 ms,724 Mbps,92774 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,9 ms,697 Mbps,89292 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,54 ms,350 Mbps,44851 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,15 ms,1776 Mbps,227328 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,5 ms,1408 Mbps,180224 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,60 ms,378 Mbps,48435 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,21 ms,832 Mbps,106496 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1976 Mbps,252928 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,18 ms,422 Mbps,54067 kB/s
150.136.61.148,443,2603:c020:4009:349a:e5b2:21c2:5db7:b3d3,US,Ashburn,隧道,116 ms,46 Mbps,5892 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,62 ms,639 Mbps,81817 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,60 ms,348 Mbps,44646 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,2 ms,1600 Mbps,204800 kB/s
132.226.31.178,443,2a09:bac1:76a0:e18::26a:e,US,Los Angeles,隧道,47 ms,44 Mbps,5723 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,125 ms,136 Mbps,17408 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,141 ms,128 Mbps,16384 kB/s
192.9.158.188,443,2a09:bac1:76a0:1cf0::1d3:59,US,San Jose,隧道,4 ms,175 Mbps,22425 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,23 ms,800 Mbps,102400 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,42 ms,0 Mbps,29 kB/s
138.2.33.10,443,138.2.33.10,JP,Osaka,中转,216 ms,25 Mbps,3220 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,197 Mbps,25292 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,167 ms,119 Mbps,15257 kB/s
