中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,4 ms,1216 Mbps,155648 kB/s
35.197.23.75,443,35.212.152.186,US,Seattle,隧道,39 ms,952 Mbps,121856 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,30 ms,543 Mbps,69529 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,28 ms,280 Mbps,35840 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,4 ms,320 Mbps,40960 kB/s
35.230.79.26,443,35.212.152.186,US,Seattle,隧道,31 ms,832 Mbps,106496 kB/s
34.82.76.253,443,34.169.18.214,US,Seattle,隧道,21 ms,1024 Mbps,131072 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,72 ms,348 Mbps,44646 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,46 ms,348 Mbps,44544 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,59 ms,429 Mbps,54988 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,4 ms,824 Mbps,105472 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,33 ms,720 Mbps,92160 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,114 ms,47 Mbps,6114 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,144 ms,38 Mbps,4968 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,26 ms,363 Mbps,46489 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,76 ms,27 Mbps,3510 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,27 ms,21 Mbps,2731 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,80 ms,49 Mbps,6313 kB/s
144.24.65.251,443,144.24.65.251,KR,Seoul,中转,139 ms,45 Mbps,5780 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,182 ms,89 Mbps,11468 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,74 ms,24 Mbps,3164 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,79 ms,45 Mbps,5861 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,8 ms,45 Mbps,5814 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,185 ms,14 Mbps,1806 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,170 ms,3 Mbps,444 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,4 ms,528 Mbps,67584 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,157 ms,111 Mbps,14233 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,158 ms,41 Mbps,5269 kB/s
168.138.90.241,443,168.138.90.241,CA,Toronto,中转,95 ms,38 Mbps,4864 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,155 ms,142 Mbps,18227 kB/s
130.61.23.77,443,130.61.23.77,DE,61 Mbps,7904 kB/s
130.162.144.191,443,2a09:bac1:3f20::299:27,KR,Seoul,隧道,138 ms,42 Mbps,5462 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,133 ms,120 Mbps,15360 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,102 ms,0 Mbps,96 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,152 ms,47 Mbps,6091 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,143 ms,170 Mbps,21811 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,182 ms,104 Mbps,13312 kB/s
8.212.48.236,443,47.76.21.95,HK,Hong Kong,隧道,174 ms,84 Mbps,10752 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,92 ms,35 Mbps,4509 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,187 ms,24 Mbps,3195 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,198 ms,120 Mbps,15360 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,64 ms,44 Mbps,5756 kB/s
