中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,54 ms,22 Mbps,2831 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,18 ms,75 Mbps,9624 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,6 ms,36 Mbps,4612 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,97 ms,40 Mbps,5126 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,39 ms,568 Mbps,72806 kB/s
34.82.76.253,443,34.169.18.214,US,Seattle,隧道,77 ms,371 Mbps,47513 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,15 ms,676 Mbps,86630 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,88 ms,46 Mbps,5908 kB/s
158.101.209.113,443,2a0b:21c0:1007:cb:0:68e2:36ac:5842,DE,Frankfurt,隧道,108 ms,215 Mbps,27545 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,5 ms,63 Mbps,8161 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,20 ms,41 Mbps,5361 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,236 Mbps,30310 kB/s
132.226.132.131,443,2a0b:21c0:1007:1ca:0:92b:12ac:6a77,DE,Frankfurt,隧道,92 ms,261 Mbps,33484 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,49 ms,1 Mbps,243 kB/s
141.144.199.182,443,2a0b:21c0:100a:1fa:0:1b6d:b0e2:ae9,DE,Frankfurt,隧道,97 ms,232 Mbps,29696 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,100 ms,265 Mbps,33996 kB/s
35.230.79.26,443,35.212.152.186,US,Seattle,隧道,76 ms,331 Mbps,42393 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,40 Mbps,5159 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,366 Mbps,46899 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,69 ms,416 Mbps,53350 kB/s
35.197.23.75,443,35.212.152.186,US,Seattle,隧道,82 ms,284 Mbps,36352 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,79 ms,270 Mbps,34611 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,73 ms,263 Mbps,33689 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,115 ms,244 Mbps,31334 kB/s
152.70.56.130,443,2606:f240:f00:6acf:0:5775:b81b:54e9,US,Frankfurt,隧道,93 ms,245 Mbps,31436 kB/s
130.61.23.77,443,130.61.23.77,,Frankfurt,中转,0 ms,250 Mbps,32051 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,302 Mbps,38707 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,107 ms,42 Mbps,5482 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,222 Mbps,28467 kB/s
144.22.252.124,443,144.22.252.124,BR,S
