中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,120 ms,76 Mbps,9826 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,77 ms,269 Mbps,34508 kB/s
193.123.34.24,443,2a0b:21c0:1007:cb:0:5440:da05:845,DE,Frankfurt,隧道,89 ms,242 Mbps,31027 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,95 ms,216 Mbps,27750 kB/s
198.23.236.101,443,198.23.236.101,US,San Jose,中转,68 ms,305 Mbps,39116 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,272 Mbps,34816 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,118 ms,792 Mbps,101478 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,28 ms,583 Mbps,74649 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,151 ms,346 Mbps,44339 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,215 Mbps,27545 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,67 ms,12 Mbps,1663 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,452 Mbps,57856 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,85 ms,7 Mbps,906 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,240 Mbps,30822 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,278 Mbps,35635 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,258 Mbps,33075 kB/s
2603:c024:c001:187e:bf78:be6d:4:259b,,,隧道,0 ms,null Mbps,null kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,210 Mbps,26931 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,65 ms,303 Mbps,38809 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,68 ms,511 Mbps,65433 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,113 ms,269 Mbps,34508 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,81 ms,38 Mbps,4884 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,117 ms,235 Mbps,30105 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,4 ms,27 Mbps,3536 kB/s
165.1.74.145,443,165.1.74.145,US,San Jose,中转,73 ms,287 Mbps,36761 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,215 Mbps,27545 kB/s
130.162.48.220,443,2606:f240:f00:2be4:0:2dd5:37fa:aec,US,Frankfurt,隧道,89 ms,208 Mbps,26726 kB/s
129.159.242.113,443,98.98.166.194,US,Frankfurt,隧道,91 ms,135 Mbps,17305 kB/s
129.146.7.98,443,2a09:bac5:60ec:1846::26b:92,US,Los Angeles,隧道,61 ms,63 Mbps,8070 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,101 ms,39 Mbps,5060 kB/s
192.9.158.188,443,2a09:bac5:6445:1232::1d0:df,US,San Jose,隧道,136 ms,208 Mbps,26726 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,85 ms,277 Mbps,35532 kB/s
144.21.53.157,443,2a09:bac5:3803:d2::15:423,GB,London,隧道,111 ms,3 Mbps,440 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,92 ms,219 Mbps,28057 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,186 ms,252 Mbps,32256 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,90 ms,47 Mbps,6069 kB/s
132.226.206.10,443,2606:f240:f00:6acf:0:6a57:3281:e68b,US,Frankfurt,隧道,153 ms,205 Mbps,26316 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,247 Mbps,31641 kB/s
130.61.170.78,443,130.61.170.78,DE,Frankfurt,中转,113 ms,95 Mbps,12185 kB/s
152.70.48.166,443,2a0b:21c0:100a:1b0:0:a818:ccf9:c902,DE,Frankfurt,隧道,89 ms,132 Mbps,16998 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,109 ms,48 Mbps,6150 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,187 ms,74 Mbps,9511 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,200 ms,119 Mbps,15257 kB/s
